price,sqft_living,bedrooms,floors,zipcode
400000,1760,3,1,98072
560000,1960,3,2,98074
229000,2010,4,1,98023
525000,3670,4,2,98058
737000,2290,2,1,98053
680000,1780,3,1,98103
635000,3080,4,2,98053
740000,3360,4,2,98052
335500,1370,3,2,98125
270000,1660,4,1,98198
1037000,4440,4,2,98059
450000,2850,5,1,98058
379000,1530,3,2,98033
468000,2100,4,1,98072
321500,730,1,1,98144
443000,1920,3,2,98011
340000,1600,3,1,98056
470000,2380,4,2,98028
545000,2760,3,2,98056
415000,1840,4,1.5,98177
599000,2580,7,1,98122
759000,2100,4,1,98103
300000,1820,4,1,98108
1681000,4830,5,2,98040
359000,1550,3,1,98133
550000,1440,4,1.5,98116
395000,930,2,1,98115
486000,3560,4,2,98023
187000,840,2,1,98168
734950,4280,4,2,98092
284000,1500,3,1,98058
696000,3650,4,2,98045
380000,780,2,1,98126
625000,1600,4,1.5,98117
252000,1120,4,1,98058
560000,1010,2,1,98033
395000,1970,4,1,98070
900000,2230,4,2,98103
2680000,4290,5,2,98039
625000,3160,3,1,98001
580000,1850,3,1,98105
309000,1980,3,1,98198
412000,3360,4,2,98023
495000,2660,3,1,98022
215000,1200,3,1,98032
741500,2150,2,1,98053
749000,2820,3,2,98052
659950,3510,4,2,98059
530000,1790,3,2,98027
749000,2700,4,2,98116
2321000,5780,5,2,98040
595000,3730,4,2,98103
487000,2540,4,2,98108
760000,3300,4,3,98126
1240000,5430,5,2,98006
435000,2550,4,2,98059
374950,1390,3,3,98103
440000,1270,3,3,98115
360000,2380,4,2,98038
879000,3360,4,2,98075
1550000,6070,5,2,98024
505000,1240,2,1,98075
545000,2930,2,1,98070
600000,2410,2,1,98024
775000,2980,6,1.5,98103
725000,1950,2,1,98103
610000,2600,4,1,98075
350000,1170,4,1.5,98125
410000,1470,3,1,98166
639000,1840,4,1,98199
439000,1560,4,1,98034
499950,1520,4,1,98034
800000,2220,3,2,98122
350000,2800,4,2,98003
279000,670,2,1,98126
290256,1720,3,2,98023
355000,2110,3,2,98042
263000,1580,3,1,98038
880000,2640,6,2,98126
426500,2700,4,2,98058
735000,2820,3,2,98029
720000,3340,4,2,98065
265000,1530,3,2,98038
840000,3840,4,2,98014
657500,2320,3,1,98005
850000,2310,5,1.5,98004
436110,1770,3,3,98103
589900,3160,2,2,98077
620000,1620,3,1,98117
254000,1510,4,1,98108
375000,960,3,1,98052
455000,1740,4,1,98008
445000,1470,4,1,98008
568500,2460,4,2,98074
352500,1170,3,1,98155
342500,1210,2,1,98034
299950,1870,3,2,98001
425000,1950,3,2,98065
561000,2570,4,2,98029
455500,1460,3,1,98052
400000,2970,3,1,98072
443500,2040,4,2,98014
1234582,3240,5,1.5,98115
370000,3150,4,1,98092
475000,1820,3,1,98052
580000,2130,4,1,98075
518000,1430,3,1,98007
525000,2030,3,2,98029
236000,2000,4,2,98038
278500,1940,4,2,98023
205425,880,2,1,98178
248000,950,3,1,98006
505000,1670,3,2,98199
657500,2670,3,2,98074
670000,2700,3,2,98102
202000,590,1,1,98122
440000,2160,4,1,98006
690000,2700,4,2,98052
375000,3206,6,2,98032
291000,1560,3,1,98178
230000,1400,3,1,98031
850000,3090,4,2,98177
84350,2630,4,2,98004
12899000,2190,3,1,98199
2110000,2100,4,1,98168
2199900,1120,4,1,98042
188000,3260,4,1,98039
26590000,1180,3,1,98031
7800,780,2,1,98168
237227.8571,2200,4,2,98001
117833.3333,1340,3,1,98019
0,1490,3,1,98001
744312.5,2800,4,1,98115
0,2600,4,1,98199
0,3200,6,1,98146
0,3480,5,2,98075
439333.3333,3020,3,2,98199
280000,1970,3,1,98155
0,1500,5,1,98166
0,3680,4,2,98074
176225,1570,3,1,98155
500324,2280,3,2,98027
444845,1600,3,2,98056
330000,1680,3,3,98103
292285.7143,1890,3,1,98042
160000,520,2,1,98168
274333.3333,1780,3,2,98045
537500,2920,4,1,98008
232333.3333,2430,3,1,98059
237333.3333,3010,3,2,98075
346750,1620,3,1.5,98006
0,2200,2,1,98022
1020000,2950,3,1.5,98075
0,2170,4,1,98166
254000,1770,3,1,98006
238750,1830,3,1,98028
268971.875,2380,4,2,98031
642000,2550,4,1,98007
571986.1111,3720,3,2,98074
0,4630,5,2,98065
0,4430,5,2,98004
554250,1490,3,3,98125
0,5030,4,2,98040
0,2180,4,1,98042
107500,1590,4,1,98022
300000,1510,3,1,98125
0,4210,4,2,98008
540833.3333,1640,3,1,98075
274750,1840,4,2,98106
148612.5,1040,3,1,98146
326428.5714,1250,3,1,98126
0,3690,5,2,98155
135333.3333,1530,4,1.5,98178
577437.5,2110,4,2,98117
440825,2150,3,1,98136
195000,5340,5,2.5,98144
257500,2420,4,1,98027
692000,5010,4,2,98006
176400,910,2,1,98058
193000,2200,3,1.5,98199
646212.5,3430,4,2,98077
268971.875,1860,4,1,98031
0,3300,4,1.5,98105
317061.875,1280,3,1,98059
83300,1490,3,1,98042
0,2880,5,2,98042
266066.6667,1310,4,1.5,98126
342246.4286,1980,4,2,98023
0,2000,5,1,98188
0,1860,3,1,98178
0,1990,4,2,98023
240015.3333,1720,4,1,98023
83300,1370,3,1,98042
316850,4060,4,1,98092
259585.5714,1960,4,2,98030
328211.9048,1720,4,1,98092
673476.8182,2740,4,2,98075
0,1360,4,1,98028
425000,1870,3,2,98011
127160,720,2,1,98056
341750,2180,3,2,98074
178650,1430,3,1,98166
87500,780,2,1,98002
282508.8889,1180,3,1.5,98155
450385.7143,1300,3,1,98118
435000,4260,4,2,98040
532500,2050,2,1,98004
408900,2930,3,1,98072
156766.6667,1500,2,1.5,98057
452500,5960,5,2,98008
308830.7692,810,2,1,98118
484991.6667,2320,4,2,98059
287919.7826,1090,2,1,98126
247875,1000,2,1,98108
309487.5,2260,3,2,98058
173666.6667,1290,4,1.5,98146
237481.25,2120,3,1,98058
326983.3333,1490,3,2,98028
790000,2310,4,2,98177
0,720,1,1,98108
678333.3333,1840,3,1,98105
542804.75,2910,5,1,98075
723243.75,3270,4,2,98033
667781.25,3040,5,2,98006
108333.3333,1200,3,1,98038
0,2740,5,1.5,98115
535000,2290,4,2,98199
596165.4286,2580,4,1,98199
269187.5,1590,3,1.5,98038
148612.5,1040,3,2,98146
0,1300,3,1,98040
0,2090,5,2,98038
341166.6667,2670,5,2,98059
132500,1540,4,1.5,98031
557125,3370,4,2,98077
228944.4444,1730,3,1,98031
592105.7143,1640,3,2,98053
535000,2980,4,1.5,98199
420642.8571,1330,3,1,98034
132250,2192,4,2,98030
237227.8571,2068,4,2,98001
440825,1980,3,1,98136
2560498.333,1710,3,2,98199
423050.9259,890,2,1,98117
1337044.2,4280,4,2,98004
315368.7,3080,3,2,98038
417985.7143,2070,4,2,98034
723243.75,3010,4,2,98033
259950,2030,4,1,98052
0,4060,4,2,98074
237333.3333,2340,3,1,98075
426090,2340,3,2,98028
458663.8889,1470,2,1,98103
812650,3700,4,1,98006
135333.3333,1200,4,1.5,98178
0,2910,5,1,98077
0,1910,5,1,98178
0,2880,3,1,98004
0,3240,5,2,98056
387884.6154,1590,3,1.5,98034
437500,3690,5,2,98074
641633.3333,2480,3,2,98052
681965.7813,2683,4,2,98052
229629.5,1100,2,1,98155
0,2080,4,1.5,98136
210614.2857,2210,3,1,98030
790000,2420,4,1.5,98105
435500,1240,3,2,98136
738190.8571,2300,3,1.5,98115
497333.3333,1760,3,1,98005
300000,2020,3,1,98125
1036200,2500,4,1.5,98112
163785.7143,760,2,1.5,98168
351250,1580,4,1,98144
645325,2670,3,2,98033
171224.8,1140,3,1,98058
0,3870,5,2,98074
540000,2750,3,1,98006
233166.6667,1570,3,2,98122
329333.3333,1160,3,1,98028
225279.4286,2110,3,1,98023
331366.6667,1270,3,2,98106
460886.9231,3250,4,2,98059
337945.75,940,2,1,98136
0,2310,4,2,98010
243069.2308,1130,3,1,98056
0,3020,6,2,98040
690408.6207,3210,4,2,98074
592105.7143,2650,3,2,98053
220083.3333,1150,3,1,98030
280000,3910,3,2,98014
297857.1429,3490,4,2,98042
950833.3333,3330,5,2,98040
323833.3333,1940,4,1.5,98177
309000,1800,3,2,98126
248400,1880,3,1,98001
994500,2870,4,1.5,98112
0,1960,4,1,98002
0,1810,4,1,98168
0,1490,2,1.5,98108
0,5230,3,2,98040
288500,3390,5,1,98058
379509.1667,880,2,1,98116
180785.7143,2550,2,1,98198
950100,3160,4,2,98040
0,4550,4,1,98074
542500,3831,5,2,98040
362750,1240,2,1.5,98105
234975,2520,4,2,98019
672500,2420,4,2,98040
391400,1250,4,1,98008
0,1310,3,1,98008
198995,1410,3,1,98177
278900,990,3,1,98072
171758.3333,1000,3,1,98022
325187.5,2000,3,1,98058
190368.75,1120,2,1,98178
375000,3370,5,2,98033
216000,2210,3,2,98053
0,2640,5,2,98065
360500,1150,3,3,98133
677099.5652,2150,4,2,98053
405125,4230,4,2,98072
289987.5,1570,3,1,98166
264270,1630,3,1,98031
602761,2770,4,2,98029
251555.5556,1750,3,1,98166
214750,1090,3,1,98058
258125,930,2,1,98125
0,2100,4,2,98155
677099.5652,2540,4,2,98053
0,810,2,1,98023
0,1520,2,1,98125
167500,690,1,1,98117
471500,2370,4,1.5,98115
0,3500,4,1,98177
464600,840,2,1,98119
132250,1830,4,2,98030
433111.1111,1370,3,3,98103
542500,2520,5,1,98040
0,2130,2,1.5,98116
368112.5,2590,4,2,98011
673476.8182,1820,4,2,98075
558653.8462,1530,3,1.5,98117
0,4080,4,2,98004
168333.3333,1050,2,1.5,98168
268971.875,1954,4,2,98031
318000,1530,2,1,98119
550607.1429,1660,4,1.5,98103
1288333.333,3830,6,3,98119
584000,1490,3,2,98199
0,1520,3,1,98007
0,8020,5,2,98006
245000,2470,3,2,98117
287919.7826,870,2,1,98126
672500,2110,4,2,98040
454790,1990,2,1,98103
282508.8889,1560,3,1,98155
473200,1740,3,1.5,98117
406062.5,1290,2,1,98115
282766.6667,1700,4,1,98006
486445.8333,1880,3,1,98006
486895,1890,3,1.5,98103
430277.7778,1620,3,3,98029
229629.5,770,2,1,98155
0,2890,4,3,98056
182805,1040,3,1,98023
380680.5556,2620,4,2,98058
396166.6667,1880,3,1,98126
252980,2530,4,2,98003
289373.3077,2538,3,2,98092
210614.2857,1610,3,2,98030
308166.6667,1510,3,1,98133
534333.3333,1460,3,2,98007
416904.1667,3010,3,2,98059
203400,2090,4,1,98178
220600,1490,3,2,98042
